latitude,longitude,avg_price_1km
40.69652362997076,-73.99161684624262,4.990149264974528
40.766115415949685,-73.98903992265213,5.154064863954182
40.80810998936211,-73.94375584395794,4.700018830310899
37.77200448256077,-122.43161868239788,5.193322230082615
38.925626916626506,-77.0345955156553,4.944363835321894
37.7531640472884,-122.4295260773271,5.257194534262577
33.980454397275096,-118.46282073746792,5.227421848922941
34.0467374142499,-118.2604389157384,4.950735612231892
37.78112798186231,-122.50109524305331,5.006894249877025
33.99256298219745,-117.89599660615322,4.046229642133392
40.72388327162678,-73.98388042569023,5.007439915310779
33.87586235932281,-118.4032926485112,5.493103574821171
33.81322842362806,-118.3894336462262,5.258174184934727
38.9196300059726,-77.03118942693335,5.018397904608853
33.778526474548066,-118.14592576139098,4.484051036279497
41.90824020981887,-87.6952416693807,4.536434042527823
41.910308291446405,-87.67526101647806,4.801155790660499
42.33919400511304,-71.04967212701762,5.132321886863247
40.71908629555111,-73.99028485431758,5.015409442889253
40.64377261506646,-73.95085465562892,4.272645666010876
34.16579488038571,-118.44446201340568,4.834246834733977
40.65627775986394,-73.9226454606154,4.399858154971192
34.047002512589714,-118.2673519357346,4.924964958671571
34.17536014179967,-118.4309043159636,4.7794314404586675
38.91127529462862,-77.03727241100898,5.126393403081929
40.69205727585964,-73.74546375359064,4.4669950050264955
34.100686487326065,-118.3642035832992,5.001839418160702
40.73014487002588,-73.85154203859203,4.34943267822816
34.05158404571294,-118.24292308604038,4.80818291107296
40.75035450501796,-73.98082764267082,5.231961919609865
40.66122088824417,-73.94866662985584,4.410983800063063
34.064076563038896,-118.34591018983603,4.739988166059775
33.99750601746201,-118.47203289563706,5.113229026760006
34.086337778005465,-118.364778260127,4.859037587230083
34.086308571477765,-118.27122668161104,4.760067097249157
40.65921860626234,-73.9135134806542,4.301446003177391
37.773727768421885,-122.4631287944048,5.209535522035847
40.71518313379048,-73.94520044109917,4.678572796136909
40.73131103475344,-73.98609196718057,5.095458036523251
42.330628327436926,-71.05314779730331,5.077788608628305
41.861056990251015,-87.61930317226145,4.9991792093704
34.107802780014374,-118.32006752783188,4.785399247688059
34.05542344272837,-118.27520440447366,4.161571422572017
34.10259785533896,-118.35677570403048,4.809587858392804
33.97570796819605,-118.44959622477272,5.245271646737574
40.76893346318096,-73.95377172706938,4.943801829080212
38.90193567089118,-77.05230862110695,5.098921490144077
40.72716681351783,-73.99099986603763,5.104251476819463
40.706312451628015,-73.9192193951951,4.266891997995825
40.679889519431406,-73.90856544748928,4.273301678850288
41.851047488672826,-87.67941890653034,4.053274133912992
40.75215018060608,-74.00425525994093,5.218113977577834
37.73079826781153,-122.4486086808822,4.995802303640714
34.156490921446604,-118.45651757124588,4.6657031571837955
40.71729548051368,-73.96072627800018,4.857592905796904
40.8128620128336,-73.9412041664812,4.663685371708317
40.734114958136,-73.99787332138376,5.295859779885416
40.73961191130998,-73.99976209757943,5.327153751846943
40.835353888216574,-73.94333890275281,4.3779634863150445
34.00181462821806,-118.4519074165356,5.0036169646367865
42.336007264672034,-71.05291817119243,5.108762531645846
34.12973622678146,-118.1458610253142,4.67060914703864
37.75052787732777,-122.40297280559892,5.094022591148845
38.933761691122754,-76.97799438735225,4.602724511813594
40.7394219185388,-73.99628925063296,5.302274286465319
34.113148331638634,-118.28364439769476,4.826093094412813
40.74942940883362,-73.99834522564481,5.245725751906003
34.16380400191921,-118.37602933967572,4.48619022535064
34.100843664981724,-118.31331463281752,4.564701802067676
34.10478507170547,-118.30418876781198,4.488107245111673
38.914204383557646,-77.02530768869373,5.104211328652181
40.7599007550218,-73.96262541270806,5.142451786310464
34.16778108631532,-118.28212118707825,4.741988138049067
40.65262787749936,-73.95560803453634,4.321942344282466
34.07979251580814,-118.34595060013731,4.83130691719272
34.045035079328144,-118.2512598173086,4.909252753958079
40.68086393756811,-73.97752825543138,4.8688553794780765
34.14714093762547,-118.02110274563586,4.386291795103276
40.7137466819412,-73.96311551949914,4.8747602158266465
40.81910973716828,-73.95670408392525,4.399086154628842
40.73321322998492,-74.00242068208148,5.331298160478371
40.70827289776521,-73.92263995786941,4.285025190615507
40.75120430009384,-73.94019456580935,4.5896357980431794
37.74345962313544,-122.42350975284111,5.154776184542839
37.7219829035956,-122.40757671341672,4.668939833410506
34.18104334180944,-118.3045587889348,4.54869510284149
40.78789197912051,-73.95056973795245,4.7471685310169764
33.98029790327221,-118.38652291618816,4.453862506950052
34.1076262800478,-118.26701595663717,4.7247422562840695
40.69033068779007,-73.94216840620186,4.392571616785639
38.89403438667299,-76.93555536588055,4.354731844973917
41.921360308987616,-87.69941590662123,4.64703559585729
